,word,bz_bio,re_bio
103726,，,O,O
103727,把,O,O
103728,一,O,O
103729,些,O,O
103730,针,O,O
103731,对,O,O
103732,你,O,O
103733,目,O,O
103734,前,O,O
103735,情,O,O
103736,况,O,O
103737,治,O,O
103738,疗,O,O
103739,方,O,O
103740,式,O,O
103741,和,O,O
103742,注,O,O
103743,意,O,O
103744,事,O,O
103745,项,O,O
103746,给,O,O
103747,你,O,O
103748,说,O,O
103749,下,O,O
103750,，,O,O
103751,你,O,O
103752,可,O,O
103753,以,O,O
103754,做,O,O
103755,个,O,O
103756,参,O,O
103757,考,O,O
103758,下,O,O
103759,地,O,O
103760,铁,O,O
103761,还,O,O
103762,有,O,O
103763,多,O,O
103764,远,O,O
103765,好,O,O
103766,找,O,O
103767,吗,O,O
103768,是,O,O
103769,突,O,O
103770,然,O,O
103771,出,B_symptom,B_symptom
103772,现,I_symptom,I_symptom
103773,疼,I_symptom,I_symptom
103774,痛,I_symptom,I_symptom
103775,的,O,O
103776,吗,O,O
103777,？,O,O
103778,没,O,O
103779,有,O,O
103780,任,O,O
103781,何,O,O
103782,征,O,O
103783,兆,O,O
103784,？,O,O
103785,突,O,O
103786,然,O,O
103787,疼,O,O
103788,的,O,O
103789,，,O,O
103790,没,O,O
103791,有,O,O
103792,征,O,O
103793,兆,O,O
103794,摸,B_symptom,O
103795,着,I_symptom,O
103796,挺,I_symptom,O
103797,硬,I_symptom,O
103798,的,O,O
103799,，,O,O
103800,一,B_symptom,O
103801,按,I_symptom,O
103802,还,I_symptom,O
103803,疼,I_symptom,B_symptom
103804,熬,B_cause,B_cause
103805,夜,I_cause,I_cause
103806,，,O,O
103807,久,B_cause,B_cause
103808,坐,I_cause,I_cause
103809,是,O,O
103810,有,O,O
103811,的,O,O
103812,，,O,O
103813,最,O,O
103814,近,O,O
103815,生,B_part,B_part
103816,殖,I_part,I_part
103817,器,I_part,I_part
103818,偶,O,O
103819,尔,O,O
103820,在,O,O
103821,性,O,O
103822,幻,O,O
103823,想,O,O
103824,下,O,O
103825,，,O,O
103826,有,O,O
103827,少,O,B_sickness
103828,量,O,I_sickness
103829,白,B_symptom,I_sickness
103830,色,I_symptom,I_sickness
103831,液,I_symptom,I_sickness
103832,体,I_symptom,I_sickness
103833,出,I_symptom,I_sickness
103834,具,O,O
103835,体,O,O
103836,用,O,O
103837,什,O,O
103838,么,O,O
103839,药,O,O
103840,举,B_symptom,B_symptom
103841,而,I_symptom,I_symptom
103842,不,I_symptom,I_symptom
103843,坚,I_symptom,I_symptom
103844,，,O,O
103845,尖,B_symptom,B_symptom
103846,利,I_symptom,I_symptom
103847,而,I_symptom,I_symptom
103848,不,I_symptom,I_symptom
103849,硬,I_symptom,I_symptom
103850,，,O,O
103851,没,O,O
103852,有,O,O
103853,手,O,O
103854,淫,O,O
103855,你,O,O
103856,好,O,O
103857,恩,O,O
103858,，,O,O
103859,您,O,O
103860,说,O,O
103861,下,O,O
103862,您,O,O
103863,的,O,O
103864,预,O,O
103865,约,O,O
103866,号,O,O
103867,，,O,O
103868,我,O,O
103869,帮,O,O
103870,您,O,O
103871,看,O,O
103872,下,O,O
103873,是,O,O
103874,不,O,O
103875,是,O,O
103876,6,B_price,B_price
103877,1,I_price,I_price
103878,的,O,O
103879,套,O,O
103880,餐,O,O
103881,还,O,O
103882,在,O,O
103883,关,O,O
103884,注,O,O
103885,对,O,O
103886,话,O,O
103887,a,O,O
103888,m,O,O
103889,？,O,O
103890,我,O,O
103891,就,O,O
103892,是,O,O
103893,觉,O,O
103894,得,O,O
103895,不,O,O
103896,对,O,O
103897,尿,B_fluid,B_fluid
103898,液,I_fluid,I_fluid
103899,是,O,O
103900,否,O,O
103901,发,B_symptom,B_symptom
103902,黄,I_symptom,I_symptom
103903,，,O,O
103904,发,B_symptom,B_symptom
103905,烫,I_symptom,I_symptom
103906,呢,O,O
103907,？,O,O
103908,发,B_symptom,B_symptom
103909,黄,I_symptom,I_symptom
103910,附,B_symptom,B_cause
103911,睾,I_symptom,I_cause
103912,炎,I_symptom,I_cause
103913,什,O,O
103914,么,O,O
103915,症,O,O
103916,状,O,O
103917,恩,O,O
103918,，,O,O
103919,那,O,O
103920,咱,O,O
103921,们,O,O
103922,出,O,O
103923,现,O,O
103924,这,O,O
103925,个,O,O
103926,情,O,O
103927,况,O,O
103928,多,O,O
103929,长,O,O
103930,时,O,O
103931,间,O,O
103932,了,O,O
103933,呢,O,O
103934,？,O,O
103935,尿,B_symptom,B_symptom
103936,不,I_symptom,I_symptom
103937,尽,I_symptom,I_symptom
103938,因,O,O
103939,为,O,O
103940,找,O,O
103941,熟,O,O
103942,人,O,O
103943,看,O,O
103944,的,O,O
103945,没,O,O
103946,有,O,O
103947,出,O,O
103948,结,O,O
103949,果,O,O
103950,，,O,O
103951,就,O,O
103952,是,O,O
103953,说,O,O
103954,子,B_part,B_datetime
103955,宫,I_part,I_datetime
103956,9,O,I_datetime
103957,点,O,I_datetime
103958,多,O,I_datetime
103959,，,O,O
103960,里,O,O
103961,面,O,O
103962,没,O,O
103963,有,O,O
103964,看,O,O
103965,到,O,O
103966,孕,B_part,B_part
103967,囊,I_part,I_part
103968,，,O,O
103969,一,O,O
103970,直,O,O
103971,也,O,O
103972,没,O,O
103973,有,O,O
103974,治,O,O
103975,疗,O,O
103976,好,O,O
103977,吗,O,O
103978,？,O,O
103979,睾,B_symptom,B_symptom
103980,丸,I_symptom,I_symptom
103981,难,I_symptom,I_symptom
103982,受,I_symptom,I_symptom
103983,影,O,O
103984,响,O,O
103985,性,O,O
103986,生,O,O
103987,活,O,O
103988,了,O,O
103989,精,B_symptom,B_symptom
103990,液,I_symptom,I_symptom
103991,异,I_symptom,I_symptom
103992,常,I_symptom,I_symptom
103993,是,O,O
103994,直,O,O
103995,接,O,O
103996,影,O,O
103997,响,O,O
103998,到,O,O
103999,男,O,O
104000,性,O,O
104001,生,B_physiology,B_physiology
104002,育,I_physiology,I_physiology
104003,问,O,O
104004,题,O,O
104005,的,O,O
104006,那,O,O
104007,什,O,O
104008,么,O,O
104009,状,O,O
104010,的,O,O
104011,精,B_fluid,B_fluid
104012,液,I_fluid,I_fluid
104013,才,O,O
104014,是,O,O
104015,健,O,O
104016,康,O,O
104017,的,O,O
104018,，,O,O
104019,果,B_symptom,B_symptom
104020,冻,I_symptom,I_symptom
104021,状,I_symptom,I_symptom
104022,的,I_symptom,I_symptom
104023,精,I_symptom,I_symptom
104024,液,I_symptom,I_symptom
104025,能,O,O
104026,治,O,O
104027,疗,O,O
104028,吗,O,O
104029,生,B_symptom,B_sickness
104030,殖,I_symptom,I_sickness
104031,器,I_symptom,I_sickness
104032,太,I_symptom,I_sickness
104033,黑,I_symptom,I_sickness
104034,色,I_symptom,I_sickness
104035,是,O,O
104036,正,O,O
104037,常,O,O
104038,吗,O,O
104039,术,O,O
104040,后,O,O
104041,多,O,O
104042,久,O,O
104043,时,O,O
104044,间,O,O
104045,了,O,O
104046,？,O,O
104047,没,O,O
104048,有,O,O
104049,嗯,O,O
104050,，,O,O
104051,那,O,O
104052,目,O,O
104053,前,O,O
104054,是,O,O
104055,打,O,O
104056,算,O,O
104057,改,O,O
104058,善,O,O
104059,这,O,O
104060,些,O,O
104061,问,O,O
104062,题,O,O
104063,吗,O,O
104064,阴,B_symptom,B_symptom
104065,唇,I_symptom,I_symptom
104066,红,I_symptom,I_symptom
104067,肿,I_symptom,I_symptom
104068,还,O,O
104069,疼,B_symptom,B_symptom
104070,这,O,O
104071,么,O,O
104072,回,O,O
104073,事,O,O
104074,啊,O,O
104075,我,O,O
104076,和,O,O
104077,男,O,O
104078,朋,O,O
104079,友,O,O
104080,同,B_symptom,B_symptom
104081,房,I_symptom,I_symptom
104082,后,I_symptom,I_symptom
104083,出,I_symptom,I_symptom
104084,血,I_symptom,I_symptom
104085,是,O,O
104086,怎,O,O
104087,么,O,O
104088,回,O,O
104089,事,O,O
104090,您,O,O
104091,现,O,O
104092,在,O,O
104093,多,O,O
104094,大,O,O
104095,了,O,O
104096,？,O,O
104097,是,O,O
104098,不,O,O
104099,是,O,O
104100,要,O,O
104101,检,O,O
104102,查,O,O
104103,一,O,O
104104,下,O,O
104105,确,O,O
104106,诊,O,O
104107,一,O,O
104108,下,O,O
104109,必,O,O
104110,要,O,O
104111,激,O,B_symptom
104112,素,O,I_symptom
104113,缺,O,I_symptom
104114,乏,O,I_symptom
104115,是,O,O
104116,什,O,O
104117,么,O,O
104118,意,O,O
104119,思,O,O
104120,一,O,O
104121,点,O,O
104122,过,O,O
104123,不,O,O
104124,了,O,O
104125,性,O,O
104126,生,O,O
104127,活,O,O
104128,了,O,O
104129,龟,B_symptom,B_sickness
104130,头,I_symptom,I_sickness
104131,里,I_symptom,I_sickness
104132,有,I_symptom,I_sickness
104133,点,I_symptom,I_sickness
104134,烂,I_symptom,I_sickness
104135,恩,O,O
104136,这,O,O
104137,个,O,O
104138,情,O,O
104139,况,O,O
104140,是,O,O
104141,明,O,O
104142,显,O,O
104143,的,O,O
104144,性,B_symptom,B_symptom
104145,功,I_symptom,I_symptom
104146,能,I_symptom,I_symptom
104147,下,I_symptom,I_symptom
104148,降,I_symptom,I_symptom
104149,的,O,O
104150,情,O,O
104151,况,O,O
104152,、,O,O
104153,我,O,O
104154,忘,O,O
104155,了,O,O
104156,几,B_datetime,O
104157,年,I_datetime,O
104158,前,I_datetime,O
104159,是,O,O
104160,吃,O,O
104161,的,O,O
104162,什,O,O
104163,么,O,O
104164,药,O,O
104165,了,O,O
104166,？,O,O
104167,就,O,O
104168,是,O,O
104169,尿,B_symptom,B_sickness
104170,路,I_symptom,I_sickness
104171,感,I_symptom,I_sickness
104172,染,I_symptom,I_sickness
104173,！,O,O
104174,现,O,O
104175,在,O,O
104176,是,O,O
104177,尿,B_symptom,B_symptom
104178,完,I_symptom,I_symptom
104179,还,I_symptom,I_symptom
104180,难,I_symptom,I_symptom
104181,受,I_symptom,I_symptom
104182,！,O,O
104183,做,O,O
104184,什,O,O
104185,么,O,O
104186,车,O,O
104187,恩,O,O
104188,，,O,O
104189,你,O,O
104190,治,O,O
104191,疗,O,O
104192,之,O,O
104193,前,O,O
104194,医,O,O
104195,生,O,O
104196,有,O,O
104197,给,O,O
104198,你,O,O
104199,检,O,O
104200,查,O,O
104201,确,O,O
104202,诊,O,O
104203,是,O,O
104204,什,O,O
104205,么,O,O
104206,病,O,O
104207,因,O,O
104208,吗,O,O
104209,没,O,O
104210,有,O,O
104211,什,O,O
104212,么,O,O
104213,都,O,O
104214,没,O,O
104215,有,O,O
104216,，,O,O
104217,乡,O,O
104218,下,O,O
104219,医,O,O
104220,生,O,O
104221,哪,O,O
104222,有,O,O
104223,这,O,O
104224,些,O,O
104225,都,O,O
104226,已,O,O
104227,经,O,O
104228,两,O,O
104229,天,O,O
104230,了,O,O
104231,您,O,O
104232,都,O,O
104233,不,O,O
104234,考,O,O
104235,虑,O,O
104236,检,O,O
104237,查,O,O
104238,和,O,O
104239,治,O,O
104240,疗,O,O
104241,，,O,O
104242,目,O,O
104243,前,O,O
104244,没,O,O
104245,有,O,O
104246,其,O,O
104247,他,O,O
104248,办,O,O
104249,法,O,O
104250,只,O,O
104251,有,O,O
104252,到,O,O
104253,院,O,O
104254,检,O,O
104255,查,O,O
104256,后,O,O
104257,针,O,O
104258,对,O,O
104259,性,O,O
104260,的,O,O
104261,去,O,O
104262,治,O,O
104263,疗,O,O
104264,。,O,O
104265,白,B_datetime,B_datetime
104266,天,I_datetime,I_datetime
104267,不,O,O
104268,疼,O,O
104269,。,O,O
104270,。,O,O
104271,只,O,O
104272,有,O,O
104273,后,B_datetime,B_datetime
104274,半,I_datetime,I_datetime
104275,夜,I_datetime,I_datetime
104276,才,O,O
104277,发,O,O
104278,作,O,O
104279,怎,O,O
104280,么,O,O
104281,会,O,O
104282,有,O,O
104283,这,O,O
104284,样,O,O
104285,的,O,O
104286,病,O,O
104287,菌,O,O
104288,呢,O,O
104289,？,O,O
104290,很,O,O
104291,是,O,O
104292,担,B_emotion,B_emotion
104293,心,I_emotion,I_emotion
104294,，,O,O
104295,怕,B_emotion,O
104296,有,O,O
104297,后,O,O
104298,遗,O,O
104299,症,O,O
104300,鬼,B_part,B_part
104301,头,I_part,I_part
104302,上,O,O
104303,有,O,B_sickness
104304,小,B_symptom,I_sickness
104305,红,I_symptom,I_sickness
104306,疙,I_symptom,I_sickness
104307,瘩,I_symptom,I_sickness
104308,今,O,O
104309,年,O,O
104310,多,O,O
104311,大,O,O
104312,年,O,O
104313,纪,O,O
104314,了,O,O
104315,？,O,O
104316,延,B_surgery,B_surgery
104317,长,I_surgery,I_surgery
104318,术,I_surgery,I_surgery
104319,需,O,O
104320,要,O,O
104321,多,O,O
104322,少,O,O
104323,钱,O,O
104324,检,O,O
104325,查,O,O
104326,要,O,O
104327,带,O,O
104328,多,O,O
104329,少,O,O
104330,钱,O,O
104331,，,O,O
104332,才,O,O
104333,够,O,O
104334,大,O,O
104335,概,O,O
104336,嘛,O,O
104337,微,O,O
104338,信,O,O
104339,号,O,O
104340,一,O,O
104341,般,O,O
104342,是,O,O
104343,手,O,O
104344,机,O,O
104345,号,O,O
104346,，,O,O
104347,你,O,O
104348,手,O,O
104349,机,O,O
104350,号,O,O
104351,是,O,O
104352,多,O,O
104353,少,O,O
104354,，,O,O
104355,我,O,O
104356,加,O,O
104357,下,O,O
104358,看,O,O
104359,看,O,O
104360,1,O,O
104361,3,O,O
104362,8,O,O
104363,7,O,O
104364,7,O,O
104365,3,O,O
104366,4,O,O
104367,2,O,O
104368,0,O,O
104369,1,O,O
104370,9,O,O
104371,那,O,O
104372,个,O,O
104373,。,O,O
104374,。,O,O
104375,。,O,O
104376,我,O,O
104377,能,O,O
104378,问,O,O
104379,一,O,O
104380,个,O,O
104381,事,O,O
104382,吗,O,O
104383,检,O,O
104384,查,O,O
104385,了,O,O
104386,，,O,O
104387,大,O,O
104388,概,O,O
104389,需,O,O
104390,要,O,O
104391,多,O,O
104392,少,O,O
104393,钱,O,O
104394,呢,O,O
104395,这,O,O
104396,类,O,O
104397,症,O,O
104398,状,O,O
104399,考,O,O
104400,虑,O,O
104401,是,O,O
104402,有,O,O
104403,前,B_symptom,B_sickness
104404,列,I_symptom,I_sickness
104405,腺,I_symptom,I_sickness
104406,炎,I_symptom,I_sickness
104407,。,O,O
104408,你,O,O
104409,出,O,O
104410,现,O,O
104411,几,O,O
104412,个,O,O
104413,月,O,O
104414,时,O,O
104415,间,O,O
104416,也,O,O
104417,不,O,O
104418,短,O,O
104419,了,O,O
104420,你,O,O
104421,这,O,O
104422,是,O,O
104423,反,O,O
104424,复,O,O
104425,性,O,O
104426,的,O,O
104427,？,O,O
104428,还,O,O
104429,是,O,O
104430,两,B_datetime,B_datetime
104431,三,I_datetime,I_datetime
104432,个,I_datetime,I_datetime
104433,月,I_datetime,I_datetime
104434,一,O,O
104435,直,O,O
104436,这,O,O
104437,样,O,O
104438,？,O,O
104439,二,O,O
104440,次,O,O
104441,缝,O,O
104442,合,O,O
104443,之,O,O
104444,前,O,O
104445,时,B_symptom,O
104446,不,I_symptom,O
104447,时,I_symptom,O
104448,会,I_symptom,O
104449,疼,I_symptom,B_symptom
104450,在,O,O
104451,二,O,O
104452,楼,O,O
104453,上,O,O
104454,楼,O,O
104455,梯,O,O
104456,对,O,O
104457,到,O,O
104458,那,O,O
104459,个,O,O
104460,门,O,O
104461,里,O,O
104462,面,O,O
104463,我,O,O
104464,不,O,O
104465,是,O,O
104466,说,O,O
104467,了,O,O
104468,吗,O,O
104469,，,O,O
104470,我,O,O
104471,现,O,O
104472,在,O,O
104473,尿,B_part,B_symptom
104474,到,I_part,I_symptom
104475,口,I_part,I_symptom
104476,他,O,I_symptom
104477,自,O,I_symptom
104478,己,O,I_symptom
104479,向,O,I_symptom
104480,外,O,I_symptom
104481,流,B_symptom,I_symptom
104482,浓,I_symptom,I_symptom
104483,该,O,O
104484,怎,O,O
104485,么,O,O
104486,办,O,O
104487,刚,O,O
104488,才,O,O
104489,是,O,O
104490,你,O,O
104491,加,O,O
104492,我,O,O
104493,微,O,O
104494,信,O,O
104495,了,O,O
104496,吗,O,O
104497,我,O,O
104498,微,O,O
104499,信,O,O
104500,：,O,O
104501,1,O,O
104502,8,O,O
104503,#,O,O
104504,#,O,O
104505,#,O,O
104506,#,O,O
104507,#,O,O
104508,#,O,O
104509,#,O,O
104510,9,O,O
104511,5,O,O
104512,嗯,O,O
104513,，,O,O
104514,那,O,O
104515,谢,O,O
104516,谢,O,O
104517,了,O,O
104518,您,O,O
104519,这,B_datetime,O
104520,几,I_datetime,O
104521,天,I_datetime,O
104522,不,O,O
104523,要,O,O
104524,饮,B_cause,O
104525,酒,I_cause,O
104526,，,O,O
104527,吃,B_cause,O
104528,辣,I_cause,O
104529,，,O,O
104530,不,O,O
104531,要,O,O
104532,同,B_physiology,B_physiology
104533,房,I_physiology,I_physiology
104534,了,O,O
104535,，,O,O
104536,，,O,O
104537,以,O,O
104538,免,O,O
104539,加,O,O
104540,重,O,O
104541,负,O,O
104542,担,O,O
104543,或,O,O
104544,病,B_symptom,O
104545,菌,I_symptom,O
104546,交,I_symptom,O
104547,叉,I_symptom,O
104548,感,I_symptom,O
104549,染,I_symptom,O
104550,感,O,O
104551,觉,O,O
104552,问,O,O
104553,题,O,O
104554,不,O,O
104555,打,O,O
104556,就,O,O
104557,没,O,O
104558,有,O,O
104559,去,O,O
104560,您,O,O
104561,是,O,O
104562,有,O,O
104563,什,O,O
104564,么,O,O
104565,症,O,O
104566,状,O,O
104567,表,O,O
104568,现,O,O
104569,呢,O,O
104570,？,O,O
104571,就,O,O
104572,是,O,O
104573,性,B_symptom,B_symptom
104574,生,I_symptom,I_symptom
104575,活,I_symptom,I_symptom
104576,硬,I_symptom,I_symptom
104577,不,I_symptom,I_symptom
104578,起,I_symptom,I_symptom
104579,来,I_symptom,I_symptom
104580,。,O,O
104581,这,O,O
104582,样,O,O
104583,吧,O,O
104584,，,O,O
104585,你,O,O
104586,微,O,O
104587,信,O,O
104588,多,O,O
104589,少,O,O
104590,？,O,O
104591,方,O,O
104592,便,O,O
104593,加,O,O
104594,一,O,O
104595,么,O,O
104596,，,O,O
104597,我,O,O
104598,加,O,O
104599,上,O,O
104600,你,O,O
104601,，,O,O
104602,这,O,O
104603,里,O,O
104604,是,O,O
104605,网,O,O
104606,页,O,O
104607,窗,O,O
104608,口,O,O
104609,，,O,O
104610,随,O,O
104611,时,O,O
104612,可,O,O
104613,能,O,O
104614,关,O,O
104615,闭,O,O
104616,，,O,O
104617,稍,O,O
104618,后,O,O
104619,整,O,O
104620,理,O,O
104621,一,O,O
104622,下,O,O
104623,这,O,O
104624,方,O,O
104625,面,O,O
104626,的,O,O
104627,相,O,O
104628,关,O,O
104629,治,O,O
104630,疗,O,O
104631,方,O,O
104632,法,O,O
104633,给,O,O
104634,你,O,O
104635,，,O,O
104636,你,O,O
104637,也,O,O
104638,好,O,O
104639,恢,O,O
104640,复,O,O
104641,快,O,O
104642,一,O,O
104643,些,O,O
104644,您,O,O
104645,好,O,O
104646,，,O,O
104647,总,O,B_sickness
104648,憋,O,I_sickness
104649,着,O,I_sickness
104650,不,O,B_sickness
104651,射,B_physiology,I_sickness
104652,精,I_physiology,I_sickness
104653,好,O,O
104654,吗,O,O
104655,？,O,O
104656,排,B_physiology,B_physiology
104657,卵,I_physiology,I_physiology
104658,期,O,O
104659,同,O,O
104660,房,O,O
104661,怀,B_physiology,B_physiology
104662,孕,I_physiology,I_physiology
104663,的,O,O
104664,几,O,O
104665,率,O,O
104666,是,O,O
104667,比,O,O
104668,较,O,O
104669,大,O,O
104670,的,O,O
104671,，,O,O
104672,做,O,O
104673,完,O,O
104674,有,O,O
104675,清,O,O
104676,洗,O,O
104677,就,O,O
104678,是,O,O
104679,想,O,O
104680,复,O,O
104681,查,O,O
104682,一,O,O
104683,下,O,O
104684,你,O,O
104685,多,O,O
104686,大,O,O
104687,年,O,O
104688,龄,O,O
104689,？,O,O
104690,去,O,O
104691,时,O,O
104692,当,O,O
104693,面,O,O
104694,说,O,O
104695,吧,O,O
104696,包,B_surgery,B_part
104697,皮,I_surgery,I_part
104698,做,I_surgery,O
104699,疼,O,B_symptom
104700,吗,O,O
104701,您,O,O
104702,是,O,O
104703,老,O,O
104704,北,B_address,B_address
104705,京,I_address,I_address
104706,人,O,O
104707,吗,O,O
104708,门,O,O
104709,口,O,O
104710,有,O,O
104711,几,O,O
104712,路,O,O
104713,车,O,O
104714,请,O,O
104715,问,O,O
104716,是,O,O
104717,预,O,O
104718,约,O,O
104719,挂,O,O
104720,号,O,O
104721,呢,O,O
104722,",",O,O
104723,还,O,O
104724,是,O,O
104725,疾,O,O
104726,病,O,O
104727,咨,O,O
104728,询,O,O
104729,?,O,O
104730,咨,O,O
104731,询,O,O
104732,咨,O,O
104733,询,O,O
104734,患,O,O
104735,者,O,O
104736,多,O,O
104737,容,O,O
104738,易,O,O
104739,掉,O,O
104740,线,O,O
104741,是,O,O
104742,不,O,O
104743,是,O,O
104744,要,O,O
104745,擦,O,O
104746,药,O,O
104747,嗯,O,O
104748,，,O,O
104749,现,O,O
104750,在,O,O
104751,勃,B_physiology,B_physiology
104752,起,I_physiology,I_physiology
104753,是,O,O
104754,多,O,O
104755,少,O,O
104756,厘,O,O
104757,米,O,O
104758,？,O,O
104759,您,O,O
104760,性,B_physiology,O
104761,生,I_physiology,O
104762,活,I_physiology,O
104763,一,O,O
104764,次,O,O
104765,几,O,O
104766,分,O,O
104767,钟,O,O
104768,呢,O,O
104769,请,O,O
104770,问,O,O
104771,微,B_surgery,B_medicine
104772,创,I_surgery,I_medicine
104773,静,I_surgery,I_medicine
104774,脉,I_surgery,I_medicine
104775,索,I_surgery,I_medicine
104776,曲,I_surgery,I_medicine
104777,张,I_surgery,I_medicine
104778,手,I_surgery,I_medicine
104779,术,I_surgery,I_medicine
104780,需,O,O
104781,要,O,O
104782,多,O,O
104783,少,O,O
104784,钱,O,O
104785,现,O,O
104786,在,O,O
104787,手,B_cause,B_cause
104788,淫,I_cause,I_cause
104789,改,O,O
104790,了,O,O
104791,，,O,O
104792,一,B_datetime,B_datetime
104793,个,I_datetime,I_datetime
104794,月,I_datetime,I_datetime
104795,额,O,O
104796,欧,O,O
104797,做,B_physiology,O
104798,梦,I_physiology,O
104799,射,I_physiology,B_physiology
104800,精,I_physiology,I_physiology
104801,子,I_physiology,I_physiology
104802,一,B_frequency,B_frequency
104803,两,I_frequency,I_frequency
104804,次,I_frequency,I_frequency
104805,一,O,O
104806,般,O,O
104807,两,B_frequency,B_frequency
104808,三,I_frequency,I_frequency
104809,次,I_frequency,I_frequency
104810,好,O,O
104811,的,O,O
104812,目,O,O
104813,前,O,O
104814,绵,O,B_org
104815,阳,O,I_org
104816,市,O,I_org
104817,卫,O,I_org
104818,生,O,I_org
104819,局,O,I_org
104820,和,O,O
104821,我,O,O
104822,院,O,O
104823,联,O,O
104824,合,O,O
104825,承,O,O
104826,办,O,O
104827,的,O,O
104828,关,O,O
104829,爱,O,O
104830,男,O,O
104831,性,O,O
104832,健,O,O
104833,康,O,O
104834,活,O,O
104835,动,O,O
104836,可,O,O
104837,以,O,O
104838,申,O,O
104839,请,O,O
104840,2,O,O
104841,0,O,O
104842,0,O,O
104843,块,O,O
104844,钱,O,O
104845,的,O,O
104846,男,O,O
104847,性,O,O
104848,检,O,O
104849,查,O,O
104850,减,O,O
104851,免,O,O
104852,援,O,O
104853,助,O,O
104854,，,O,O
104855,减,O,O
104856,免,O,O
104857,后,O,O
104858,自,O,O
104859,费,O,O
104860,仅,O,O
104861,有,O,O
104862,6,B_price,B_price
104863,1,I_price,I_price
104864,块,I_price,I_price
104865,钱,O,O
104866,，,O,O
104867,你,O,O
104868,之,O,O
104869,前,O,O
104870,有,O,O
104871,申,O,O
104872,请,O,O
104873,过,O,O
104874,吗,O,O
104875,？,O,O
104876,那,O,O
104877,是,O,O
104878,哪,O,O
104879,里,O,O
104880,呢,O,O
104881,、,O,O
104882,你,O,O
104883,好,O,O
104884,，,O,O
104885,还,O,O
104886,在,O,O
104887,关,O,O
104888,注,O,O
104889,对,O,O
104890,话,O,O
104891,吗,O,O
104892,？,O,O
104893,阴,B_part,B_part
104894,茎,I_part,I_part
104895,在,O,O
104896,疲,O,O
104897,软,O,O
104898,状,O,O
104899,态,O,O
104900,下,O,O
104901,龟,B_part,B_part
104902,头,I_part,I_part
104903,是,O,O
104904,否,O,O
104905,能,O,O
104906,够,O,O
104907,完,O,O
104908,整,O,O
104909,的,O,O
104910,露,O,O
104911,出,O,O
104912,呢,O,O
104913,？,O,O
104914,可,O,O
104915,以,O,O
104916,有,B_symptom,B_symptom
104917,异,I_symptom,I_symptom
104918,味,I_symptom,I_symptom
104919,，,O,O
104920,不,O,O
104921,痒,O,O
104922,，,O,O
104923,皮,B_symptom,B_symptom
104924,肤,I_symptom,I_symptom
104925,发,I_symptom,I_symptom
104926,红,I_symptom,I_symptom
104927,，,O,O
104928,没,O,B_symptom
104929,小,O,I_symptom
104930,疙,O,I_symptom
104931,瘩,O,I_symptom
104932,你,O,O
104933,好,O,O
104934,，,O,O
104935,为,O,O
104936,什,O,O
104937,么,O,O
104938,我,O,O
104939,最,O,O
104940,近,O,O
104941,尿,B_symptom,B_symptom
104942,多,I_symptom,I_symptom
104943,吃,O,O
104944,什,O,O
104945,么,O,O
104946,药,O,O
104947,好,O,O
104948,的,O,O
104949,块,O,O
104950,恩,O,O
104951,恩,O,O
104952,射,B_symptom,B_sickness
104953,精,I_symptom,I_sickness
104954,时,I_symptom,I_sickness
104955,间,I_symptom,I_sickness
104956,太,I_symptom,I_sickness
104957,长,I_symptom,I_sickness
104958,怎,O,O
104959,么,O,O
104960,办,O,O
104961,没,O,O
104962,有,O,O
104963,勃,B_physiology,O
104964,起,I_physiology,O
104965,的,O,O
104966,阴,B_part,B_part
104967,茎,I_part,I_part
104968,，,O,O
104969,可,O,O
104970,以,O,O
104971,射,B_physiology,B_physiology
104972,精,I_physiology,I_physiology
104973,吗,O,O
104974,熬,B_cause,B_cause
104975,夜,I_cause,I_cause
104976,有,O,O
104977,，,O,O
104978,抽,B_cause,B_virus
104979,烟,I_cause,I_virus
104980,有,O,O
104981,性,B_physiology,B_physiology
104982,生,I_physiology,I_physiology
104983,活,I_physiology,I_physiology
104984,一,B_frequency,B_frequency
104985,个,I_frequency,I_frequency
104986,月,I_frequency,I_frequency
104987,四,I_frequency,I_frequency
104988,到,I_frequency,I_frequency
104989,五,I_frequency,I_frequency
104990,次,I_frequency,I_frequency
104991,或,O,O
104992,者,O,O
104993,您,O,O
104994,说,O,O
104995,下,O,O
104996,您,O,O
104997,的,O,O
104998,号,O,O
104999,，,O,O
105000,我,O,O
105001,加,O,O
105002,您,O,O
105003,也,O,O
105004,可,O,O
105005,以,O,O
105006,这,O,O
105007,里,O,O
105008,是,O,O
105009,桂,O,B_org
105010,林,O,I_org
105011,男,O,I_org
105012,健,O,I_org
105013,医,O,I_org
105014,院,O,I_org
105015,预,O,O
105016,约,O,O
105017,挂,O,O
105018,号,O,O
105019,咨,O,O
105020,询,O,O
105021,平,O,O
105022,台,O,O
105023,，,O,O
105024,微,O,O
105025,信,O,O
105026,2,O,O
105027,3,O,O
105028,8,O,O
105029,6,O,O
105030,8,O,O
105031,8,O,O
105032,3,O,O
105033,7,O,O
105034,8,O,O
105035,3,O,O
105036,Q,O,O
105037,Q,O,O
105038,同,O,O
105039,号,O,O
105040,对,O,O
105041,话,O,O
105042,已,O,O
105043,加,O,O
105044,密,O,O
105045,，,O,O
105046,请,O,O
105047,放,O,O
105048,心,O,O
105049,咨,O,O
